"","date","mean_temp","mean_precipi","mean_wind","mean_snow","IsRainyDay","fine_dust","hyper_dust","fine_dust_grade","hyper_dust_grade","IsDustyDay"
"346",20171212,-9.46666666666667,NA,2.03333333333333,NA,NA,34,17,3,3,0
"347",20171213,-8.61666666666667,NA,1.7875,NA,NA,39,19,3,3,0
"348",20171214,-6.87083333333333,NA,0.8875,NA,NA,57,35,5,5,1
"349",20171215,-3.27916666666667,0,0.983333333333333,NA,0,85,55,6,7,1
"350",20171216,-5.2875,NA,2.95416666666667,NA,NA,61,42,5,6,1
"351",20171217,-7.0125,NA,1.90416666666667,NA,NA,40.5,13,3,2,0
"352",20171218,-1.97083333333333,0.68,1.18333333333333,2.71363636363636,0,57,34.5,5,5,1
"353",20171219,-3.53333333333333,NA,2.17083333333333,2.31666666666667,NA,47.5,19,4,3,0
"354",20171220,-4.29166666666667,0.1,1.1125,2.0125,0,43,25,4,4,0
"355",20171221,-0.845833333333333,NA,1.21666666666667,1.62083333333333,NA,53,39,5,6,1
"356",20171222,2.75833333333333,NA,1,0.7,NA,60,43,5,6,1
"357",20171223,6.12916666666667,NA,1.15833333333333,NA,NA,110.5,78,7,8,1
"358",20171224,3.45833333333333,4,1.825,NA,1,79,58,6,7,1
"359",20171225,-2.09166666666667,NA,2.7,NA,NA,32,15,3,2,0
"360",20171226,-3.26666666666667,NA,2.8625,NA,NA,31,14,3,2,0
"361",20171227,-6.99583333333333,NA,1.95416666666667,NA,NA,29.5,13,2,2,0
"362",20171228,-2.57916666666667,NA,1.35416666666667,NA,NA,49,26.5,4,5,1
"363",20171229,2.19583333333333,0,1.175,NA,0,99,63,6,7,1
"364",20171230,1.3125,0.25,0.9375,NA,0,134.5,90.5,7,8,1
"365",20171231,0.0875,0.4,2.32083333333333,1.02142857142857,0,65.5,35.5,5,5,1
"366",20180101,-1.28333333333333,NA,1.45416666666667,NA,NA,44,21,4,4,0
"367",20180102,-1.49166666666667,NA,1.76666666666667,NA,NA,43,22,4,4,0
"368",20180103,-4.47916666666667,NA,2.125,NA,NA,37,18,3,3,0
"369",20180104,-4.8,NA,1.375,NA,NA,47.5,24,4,4,0
"370",20180105,-2.9125,NA,1.65833333333333,NA,NA,61,36,5,5,1
"371",20180106,-2.75416666666667,NA,1.47916666666667,NA,NA,51,30.5,5,5,1
"372",20180107,-1.20833333333333,NA,0.8125,NA,NA,57,39,5,6,1
"373",20180108,1.42083333333333,0.3,1.75,0.9,0,58.5,39,5,6,1
"374",20180109,-3.87083333333333,0,2.975,0.675,0,45.5,19.5,4,3,0
"375",20180110,-7.03333333333333,0.4,2.93333333333333,0.6,0,35,13,3,2,0
"376",20180111,-10.7666666666667,NA,2.6375,NA,NA,35,23,3,4,0
"377",20180112,-10.6958333333333,NA,1.76666666666667,NA,NA,26,15,2,2,0
"378",20180113,-4.55833333333333,0.08,0.845833333333333,0.44,0,54,38,5,6,1
"379",20180114,0.0208333333333333,NA,1.0625,NA,NA,70,52,5,7,1
"380",20180115,4.70833333333333,0.1,1.47916666666667,NA,0,70,47,5,6,1
"381",20180116,3.27916666666667,0,0.758333333333333,NA,0,116,81,7,8,1
"382",20180117,4.55,NA,1.22916666666667,NA,NA,114,86,7,8,1
"383",20180118,2.31666666666667,0,1.875,NA,0,92,59,6,7,1
"384",20180119,1.05416666666667,NA,1.65416666666667,NA,NA,62,27,5,5,1
"385",20180120,2.2625,NA,1.56666666666667,NA,NA,103,62,7,7,1
"386",20180121,0.391666666666667,NA,1.13333333333333,NA,NA,66,34,5,5,1
"387",20180122,0.441666666666667,1.1,1.40833333333333,0.885714285714286,1,50,24,4,4,0
"388",20180123,-10.9166666666667,NA,3.675,0.970833333333333,NA,25,11,2,2,0
"389",20180124,-14.0833333333333,NA,3.39583333333333,0.820833333333333,NA,32,10,3,2,0
"390",20180125,-14.0041666666667,NA,2.87083333333333,0.591666666666667,NA,25,12,2,2,0
"391",20180126,-14.7375,NA,2.51666666666667,0.429166666666667,NA,34,18,3,3,0
"392",20180127,-10.4291666666667,NA,1.53333333333333,0.293333333333333,NA,47,26,4,5,1
"393",20180128,-6.03333333333333,NA,2.625,NA,NA,34,19,3,3,0
"394",20180129,-8.525,NA,2.72083333333333,NA,NA,47,16,4,3,0
"395",20180130,-5.9125,0.966666666666667,1.25416666666667,2.77142857142857,0,44,21,4,4,0
"396",20180131,-2.1875,0,1.7125,2.7,0,42,20,4,3,0
"397",20180201,-3.86666666666667,NA,1.60833333333333,1.44666666666667,NA,41,22,4,4,0
"398",20180202,-2.64583333333333,NA,1.64166666666667,NA,NA,57,33,5,5,1
"399",20180203,-6.61666666666667,0.25,3.79583333333333,0.244444444444444,0,39,20,3,3,0
"400",20180204,-9.52083333333333,NA,3.0625,NA,NA,34,21,3,4,0
"401",20180205,-9.4,NA,3.06666666666667,NA,NA,28,14,2,2,0
"402",20180206,-10.0083333333333,NA,3.17916666666667,NA,NA,32,19,3,3,0
"403",20180207,-8.325,NA,1.61666666666667,NA,NA,42,25,4,4,0
"404",20180208,-4.5875,NA,1.2,NA,NA,53,35,5,5,1
"405",20180209,-0.0541666666666667,NA,1.09583333333333,NA,NA,71,49,5,6,1
"406",20180210,0.120833333333333,NA,3.06666666666667,NA,NA,79,44,6,6,1
"407",20180211,-5.9875,0,2.7,NA,0,52,14,5,2,1
"408",20180212,-5.9875,0,2.775,NA,0,49,14,4,2,0
"409",20180213,-1.33333333333333,0,2.64166666666667,NA,0,52,16,5,3,1
"410",20180214,3.59583333333333,NA,2.42916666666667,NA,NA,69,30,5,5,1
"411",20180215,-0.45,NA,2.38333333333333,NA,NA,41,15,4,2,0
"412",20180216,-1.0875,NA,2.09166666666667,NA,NA,46,19,4,3,0
"413",20180217,-2.89166666666667,NA,2.72083333333333,NA,NA,NA,NA,NA,NA,NA
"414",20180218,-0.679166666666667,NA,1.2875,NA,NA,38,17,3,3,0
"415",20180219,1.72916666666667,NA,1.5,NA,NA,62,39,5,6,1
"416",20180220,1.09583333333333,NA,2.45416666666667,NA,NA,67,41,5,6,1
"417",20180221,-0.916666666666667,NA,2.3375,NA,NA,38,19,3,3,0
"418",20180222,0.991666666666667,NA,2.07083333333333,NA,NA,48,28,4,5,1
"419",20180223,3.95,2.05,1.91666666666667,3.19285714285714,1,92,64,6,7,1
"420",20180224,2.7625,NA,2.3125,NA,NA,81,53,6,7,1
"421",20180225,1.91666666666667,NA,1.79583333333333,NA,NA,47,31,4,5,1
"422",20180226,2.725,NA,1.36666666666667,NA,NA,64,43,5,6,1
"423",20180227,4.00833333333333,NA,0.9,NA,NA,100.5,64,6,7,1
"424",20180228,4.85,7.66666666666667,2.10416666666667,NA,1,71.5,45,5,6,1
"425",20180301,0.45,0.625,3.55416666666667,NA,0,44,31,4,5,1
"426",20180302,-1.14583333333333,NA,1.64166666666667,NA,NA,71,27.5,5,5,1
"427",20180303,7.17916666666667,NA,1.59583333333333,NA,NA,60,28.5,5,5,1
"428",20180304,9.83333333333333,0.357142857142857,1.22916666666667,NA,0,32,22,3,4,0
"429",20180305,6.0375,2.5,1.91666666666667,NA,1,10,6,1,1,0
"430",20180306,4.2875,NA,1.54583333333333,NA,NA,33,18,3,3,0
"431",20180307,6.19166666666667,0,1.71666666666667,NA,0,30,16,2,3,0
"432",20180308,4.72916666666667,0.9,2.03333333333333,NA,0,33,26,3,5,1
"433",20180309,4.60416666666667,NA,1.5125,NA,NA,54,36,5,5,1
"434",20180310,4.35416666666667,NA,1.95,NA,NA,48.5,33,4,5,1
"435",20180311,6.6125,NA,1.94166666666667,NA,NA,62,41,5,6,1
"436",20180312,7.7875,NA,1.4,NA,NA,102.5,63,7,7,1
"437",20180313,11.65,NA,1.725,NA,NA,70,40,5,6,1
"438",20180314,16.775,NA,2.2625,NA,NA,27,13,2,2,0
"439",20180315,13,3.85714285714286,2.0125,NA,1,24,16,2,3,0
"440",20180316,7.35416666666667,NA,1.9,NA,NA,15,6,1,1,0
"441",20180317,6.38333333333333,NA,1.59583333333333,NA,NA,33,20,3,3,0
"442",20180318,8.06666666666667,0,1.17083333333333,NA,0,62,48,5,6,1
"443",20180319,8.02083333333333,0.214285714285714,2.37916666666667,NA,0,32,23,3,4,0
"444",20180320,5.04166666666667,NA,3.45833333333333,NA,NA,21,8,2,1,0
"445",20180321,2.12916666666667,0.25,1.75,NA,0,NA,NA,NA,NA,NA
"446",20180322,4.85,NA,2.22916666666667,NA,NA,NA,NA,NA,NA,NA
"447",20180323,6.075,NA,1.9375,NA,NA,NA,NA,NA,NA,NA
